primary_emb_5,primary_emb_211,primary_emb_82,primary_emb_170,primary_emb_173,primary_emb_122,primary_emb_214,primary_emb_41,primary_emb_38,primary_emb_94,primary_emb_243,primary_emb_46,primary_emb_197,primary_emb_28,primary_emb_49,primary_emb_87,primary_emb_136,primary_emb_90,primary_emb_226,primary_emb_188,cancer,score
0.0,0.10442358,0.120060906,0.0,0.17116779,0.0,0.0,0.2121205,0.05821204,0.0,0.28715122,0.0,0.1129687,0.8102983,0.0,0.0,0.0,0.48526153,0.41945767,0.0,COAD,0.0025809214
0.015414621,0.059053145,0.0056095496,0.07014969,0.003196692,0.0035886683,0.08634329,0.24788404,0.016612738,0.41906792,0.41039476,0.16848226,0.62472105,0.0,0.12878612,0.03229218,0.24837539,0.0010688882,0.22934182,0.0123809,BRCA,0.9852681
0.0,0.25630847,0.0011333271,0.0014520437,0.18005309,0.0,0.0,0.12654726,0.0015540253,0.0,0.05168686,0.0,0.39737612,0.0,0.37109432,0.0,0.0,0.0,0.19553587,0.13476577,SKCM,0.9222857
0.22063358,0.09646256,0.0054402575,0.14364529,0.0009391159,0.051217385,0.10026874,0.13288784,0.03252936,0.043954633,0.68429476,0.021255862,0.04650013,0.0037283958,0.09776454,0.023134843,0.032480136,0.6398695,0.05288353,0.0,KIRC,0.29541925
0.20166047,0.07171887,0.0,0.0,0.026223943,0.14444454,0.0038949307,0.013152713,0.19893083,0.050887544,0.63989747,0.24810056,0.11211594,0.0,0.051664405,0.03616305,0.080583714,0.63325465,0.32229376,0.07334806,LUAD,0.008002302
