primary_emb_5,primary_emb_211,primary_emb_82,primary_emb_170,primary_emb_173,primary_emb_122,primary_emb_214,primary_emb_41,primary_emb_38,primary_emb_94,cancer,score
0.0,0.25307032,0.063267104,0.85378027,0.112093434,0.0,0.009064546,0.19664413,0.38398844,0.2702879,BRCA,0.92223144
