partner_emb_5,partner_emb_41,partner_emb_211,partner_emb_60,partner_emb_170,partner_emb_199,partner_emb_173,partner_emb_122,partner_emb_82,partner_emb_28,cancer,score
0.011650198,0.1946571,0.34250194,0.5883237,1.1527994,0.0,0.02103499,0.026754329,0.097655356,0.09464322,BRCA,0.92223144
