primary_emb_120,primary_emb_244,primary_emb_335,primary_emb_93,primary_emb_443,primary_emb_469,primary_emb_314,primary_emb_493,primary_emb_131,primary_emb_138,cancer,score
0.04068937,0.42376485,0.41048536,0.61959994,0.1886114,0.15420482,0.0037988673,0.046949424,0.0,0.07279574,LUAD,0.9436913
