primary_emb_5,primary_emb_211,primary_emb_82,primary_emb_170,primary_emb_173,primary_emb_122,primary_emb_214,primary_emb_41,primary_emb_38,primary_emb_94,cancer,score
0.0,0.08903795,0.032782517,0.005102724,0.0039611547,0.0,0.0,0.6207539,0.22288144,0.005682622,LUAD,0.9436913
