partner_emb_5,partner_emb_41,partner_emb_211,partner_emb_60,partner_emb_170,partner_emb_199,partner_emb_173,partner_emb_122,partner_emb_82,partner_emb_28,cancer,score
0.0,0.29434934,0.23812094,0.09101023,0.040956166,0.19972682,0.064084634,0.0,0.067196295,0.01580729,LUAD,0.9436913
