primary_emb_18,primary_emb_244,primary_emb_120,primary_emb_411,primary_emb_247,primary_emb_346,primary_emb_496,primary_emb_342,primary_emb_485,primary_emb_162,primary_emb_24,primary_emb_335,primary_emb_384,primary_emb_298,primary_emb_226,primary_emb_499,primary_emb_314,primary_emb_386,primary_emb_410,primary_emb_230,cancer,score
0.004802001,0.61623424,0.03329196,0.5887136,0.0,0.0041720863,0.051319815,0.0030003313,0.39343885,0.34888968,0.02685387,0.0,0.0,0.5223299,0.34392574,0.14425358,0.0037507787,0.060816806,0.30566204,0.058986023,COAD,0.012468814
0.042001404,0.6366577,0.045694727,0.2862852,0.04321738,0.0017953268,0.1555247,0.00022814324,0.07679628,0.16379903,0.013746287,0.0,0.02454121,0.23817597,0.25199065,0.034578726,0.047052983,0.0041652615,0.010273048,0.0,LAML,0.08433929
0.0,0.30887744,0.046766408,0.007046362,0.046522383,0.055056974,0.188968,0.0,0.063646935,0.2728715,0.16643116,0.0,0.0,0.21752626,0.15609103,0.19293025,0.124070324,0.044185914,0.11484563,0.016088078,OV,0.2681132
0.0,0.36728776,0.17577596,0.31134593,0.0,0.005117779,0.18555559,0.014335074,0.28354272,0.43848234,0.22604628,0.03483099,0.0009855707,0.45617396,0.4530501,0.24938066,0.0,0.0020866613,0.038378853,0.4370056,BRCA,0.43554983
0.007014646,0.4710684,0.037967347,0.04143559,0.027914025,0.04717226,0.046467066,0.0,0.31249994,0.12308394,0.048005395,0.0,0.0030677507,0.66770977,0.31663492,0.17489772,0.117498465,0.030752119,0.15676185,0.008876387,CESC,0.002941014
0.06205211,0.080757104,0.009443117,0.0,0.018568782,0.0042972476,0.30844894,0.010452364,0.015977688,0.025381753,0.19580695,0.064786166,0.019847333,0.48392472,0.066964544,0.2083575,0.0061708298,0.0,0.0,0.34079552,SKCM,0.020994686
0.0050368337,0.33480123,0.06626512,0.018820284,0.0053015477,0.12665516,0.40581065,0.0,0.091584064,0.6072391,0.095670335,0.0,0.0037678934,0.2313702,0.38389057,0.26594865,0.038648255,0.0013248975,0.0,0.09431855,LUAD,0.4179439
0.0,0.43626225,0.0930119,0.031770073,0.0,0.022968553,0.10715852,0.015299595,0.009538101,0.6328463,0.4294939,0.0,0.0,0.15260829,0.4532308,0.4033928,0.0,0.0,0.0020756295,0.16589086,Glioma,0.90376437
