partner_emb_230,partner_emb_150,partner_emb_384,partner_emb_325,partner_emb_401,partner_emb_346,partner_emb_299,partner_emb_12,partner_emb_334,partner_emb_470,partner_emb_286,partner_emb_192,partner_emb_443,partner_emb_316,partner_emb_493,partner_emb_298,partner_emb_30,partner_emb_232,partner_emb_78,partner_emb_388,cancer,score
0.18316296,0.8998179,0.01660341,0.0,0.028368192,0.004759033,0.26160058,0.23334488,0.0,0.00025869856,0.034372985,0.021438278,0.50747436,0.5417564,0.01377098,0.4088686,0.0020354013,0.3813777,0.0006362649,0.10380172,COAD,0.012468814
0.0016870227,0.6565274,0.024978507,0.043764617,0.21205693,0.034539256,0.01108253,0.058679104,0.022109449,0.058522396,0.32555622,0.002041523,0.1331185,0.37906405,0.0,0.40799788,0.060649633,0.2360354,0.0,0.46905765,LAML,0.08433929
0.0054017385,0.5482931,0.04963321,0.0,0.41361952,0.036806688,0.049645726,0.051832452,0.009672097,0.012300958,0.0,0.036782864,0.06533048,0.22193192,0.012864289,0.25314578,0.083881155,0.20195085,0.00020525506,0.11013989,OV,0.2681132
0.35951015,0.53825194,0.004481986,0.0,0.016468996,0.0,0.5835087,0.04792703,0.0,0.02542439,0.009538542,0.029690512,0.1724143,0.20147116,0.2564102,0.5558263,0.0,0.025091004,0.0,0.04721505,BRCA,0.43554983
0.0,1.0917919,0.0,0.07642854,0.23939934,0.02306494,0.02607551,0.20581423,0.10219102,0.0008070555,0.051193424,0.12739812,0.15233397,0.3867896,0.012378643,0.52601266,0.0,0.17429262,0.0,0.08150555,CESC,0.002941014
0.5342416,0.07966932,0.006882013,0.12271728,0.0,0.026232123,0.55506164,0.12670024,0.0,0.0,0.004727314,0.13065472,0.23031384,0.024234153,0.77347285,0.36541015,0.0,0.25470504,0.3377635,0.26451796,SKCM,0.020994686
0.058383327,0.55567724,0.006981683,0.059444685,0.098311536,0.005608365,0.18783185,0.072750196,0.0,0.0,0.00022435388,0.0014546126,0.06443698,0.22341007,0.08764028,0.12164577,0.004379305,0.24799232,0.0050626774,0.098492816,LUAD,0.4179439
0.2791139,0.39053404,0.0,0.0064375657,0.009231348,0.041188505,0.54536223,0.062445942,0.008925314,0.02579977,0.0036620896,0.0,0.0070392815,0.194262,0.12691513,0.1925304,0.0063462206,0.15568557,0.02317686,0.19510522,Glioma,0.90376437
