partner_emb_384,partner_emb_150,partner_emb_325,partner_emb_334,partner_emb_353,partner_emb_282,partner_emb_46,partner_emb_88,partner_emb_174,partner_emb_296,cancer,score
0.014697281,0.0014133975,0.0,0.3676625,0.42034283,0.0,0.41730604,0.10535709,0.0,0.16744532,BRCA,0.92223144
