partner_emb_384,partner_emb_150,partner_emb_325,partner_emb_334,partner_emb_353,partner_emb_282,partner_emb_46,partner_emb_88,partner_emb_174,partner_emb_296,cancer,score
0.15582271,0.1744298,0.02009335,0.07303463,0.039624162,0.0,0.0,0.4721188,0.099583834,0.25877795,LUAD,0.8520475
