primary_emb_120,primary_emb_244,primary_emb_335,primary_emb_93,primary_emb_443,primary_emb_469,primary_emb_314,primary_emb_493,primary_emb_131,primary_emb_138,cancer,score
0.21326724,5.877167e-05,0.0,0.24626713,0.6745224,0.14022827,0.0042370833,0.052355014,0.0,0.005802669,BRCA,0.92223144
