partner_emb_5,partner_emb_41,partner_emb_211,partner_emb_60,partner_emb_170,partner_emb_199,partner_emb_173,partner_emb_122,partner_emb_82,partner_emb_28,cancer,score
0.16756128,0.19304627,0.05387645,0.11852549,0.0,0.37314528,0.015893888,0.20058587,0.0,0.10148934,LUAD,0.8527951
