primary_emb_5,primary_emb_211,primary_emb_82,primary_emb_170,primary_emb_173,primary_emb_122,primary_emb_214,primary_emb_41,primary_emb_38,primary_emb_94,cancer,score
0.017338937,0.012001902,0.0031756475,0.0,0.042452835,0.0816655,0.0,0.013525042,0.53804743,0.09142665,LUAD,0.8527951
