partner_emb_384,partner_emb_150,partner_emb_325,partner_emb_334,partner_emb_353,partner_emb_282,partner_emb_46,partner_emb_88,partner_emb_174,partner_emb_296,cancer,score
0.008040244,0.3158304,0.0,0.088237055,0.6207359,0.113631226,0.121371046,0.11003592,0.0009858266,0.34654027,LUAD,0.8527951
