primary_emb_120,primary_emb_244,primary_emb_335,primary_emb_93,primary_emb_443,primary_emb_469,primary_emb_314,primary_emb_493,primary_emb_131,primary_emb_138,cancer,score
0.14833084,0.09321855,0.18016127,0.3522544,0.0021663934,0.13861908,0.043588914,0.04676359,0.060474753,0.032563277,LUAD,0.8527951
