primary_emb_120,primary_emb_244,primary_emb_335,primary_emb_93,primary_emb_443,primary_emb_469,primary_emb_314,primary_emb_493,primary_emb_131,primary_emb_138,cancer,score
0.2938485,0.25703347,0.0,0.00045366137,0.0,0.1029702,0.024442036,0.0024223865,0.054787952,0.22745308,LUAD,0.8520475
