partner_emb_384,partner_emb_150,partner_emb_325,partner_emb_334,partner_emb_353,partner_emb_282,partner_emb_46,partner_emb_88,partner_emb_174,partner_emb_296,cancer,score
0.0030841527,0.018987063,0.0,0.012472026,0.0,0.019896278,0.0,0.34177223,0.074300885,0.14472966,LUAD,0.9436913
