primary_emb_261,primary_emb_5,primary_emb_211,primary_emb_82,primary_emb_170,primary_emb_173,primary_emb_122,primary_emb_297,primary_emb_467,primary_emb_316,cancer,score
0.41148606,0.0,0.012951208,0.048680045,0.353898,0.6466589,0.0005822502,0.0,0.0072677387,0.013090369,LUAD,0.8461186
0.014157712,0.0028473947,0.05650848,0.00016691982,0.34830028,0.03879661,0.019696796,0.010313062,0.09437243,0.26241937,COAD,0.00035070127
