primary_emb_5,primary_emb_211,primary_emb_82,primary_emb_170,primary_emb_173,primary_emb_122,primary_emb_214,primary_emb_41,primary_emb_38,primary_emb_94,cancer,score
0.0,0.12467927,0.0,0.30144852,0.015135911,0.0,0.14617896,0.02138913,0.37824127,0.30252072,LUAD,0.8520475
