partner_emb_5,partner_emb_41,partner_emb_211,partner_emb_60,partner_emb_170,partner_emb_199,partner_emb_173,partner_emb_122,partner_emb_82,partner_emb_28,cancer,score
0.00047513022,0.036532402,0.037937667,0.7748836,0.5430375,0.016564,0.007133294,0.0,0.008358503,0.01585635,LUAD,0.8520475
